Fecha,temp_mean,hum_mean,temp_max,temp_min,hum_min,hum_max,Semana,Anho,Distrito
2021-01-03,20.987108225471324,77.22048481677328,23.51779248666395,18.94766297520647,66.0940004083401,88.67540629104049,01,2021,LURIGANCHO
2015-01-04,20.75752405499976,77.72720660469291,24.20035021046345,18.392112178275,62.68424072715744,88.82837937028826,01,2015,PUENTE
2015-01-11,20.831479993951294,79.63554911287767,24.33172514968072,18.61960665694903,61.1917348846652,90.78411288338803,02,2015,PUENTE
2015-01-18,21.554926780925165,75.75763161570116,26.09378772803552,17.788521846086553,51.25954770031928,93.83836945591132,03,2015,PUENTE
2015-01-25,21.378472178486255,75.94752893396864,25.776976581470024,18.475241681629768,53.10022754281153,90.5582637846652,04,2015,PUENTE
2015-02-01,22.074431171227868,78.61185197323171,26.602423556390303,19.463252263658543,52.80794898626162,95.22521316996898,05,2015,PUENTE
2015-02-08,22.751407728232373,78.44667571805147,26.83821933139029,20.22901830303556,57.08949742907316,97.67280321278052,06,2015,PUENTE
2015-02-15,23.695939792583744,75.53894233168087,28.441861609984528,21.05263965303556,46.557920928753866,96.5697441124612,07,2015,PUENTE
2015-02-22,23.967058236721726,71.25629762068672,29.014503342252794,20.86073843154992,41.1168132,91.11445482907315,08,2015,PUENTE
2015-03-01,23.534014358686527,71.23227885458711,28.41791688849889,19.78573383154992,48.291470685942336,96.77660384153438,09,2015,PUENTE
2015-03-08,22.70030052759768,74.19389485342889,26.88746531357873,20.58021743522397,52.57037281469622,88.7795634996807,10,2015,PUENTE
2015-03-15,23.069497340368628,76.88172766995726,27.9788765386586,19.5214270138182,49.72500094281153,97.53240112747672,11,2015,PUENTE
2015-03-22,24.90374840183754,64.17425342744708,28.70540090287585,22.38914308865856,41.90696554440796,79.16483091341908,12,2015,PUENTE
2015-03-29,24.30292396367576,67.96720047526797,29.018351841853644,20.40089243865856,43.869038602235,88.81764035527274,13,2015,PUENTE
2015-04-05,22.529108900184386,70.78090869236681,26.95125944576722,19.017667317252744,43.76804630031928,92.51597179808428,14,2015,PUENTE
2015-04-12,22.512530938483092,70.53801746389247,26.38378285295568,20.01444434936144,45.122181227796005,87.0352598843459,15,2015,PUENTE
2015-04-19,22.25774719782246,73.43552824843697,26.150727095926868,19.31159022092686,54.81027429840356,89.15350049904214,16,2015,PUENTE
2015-04-26,20.831300774348506,78.41090882122396,24.86681337436147,17.44382956733267,56.30695052683815,99.59585608402662,17,2015,PUENTE
2015-05-03,21.44695893980523,77.51339382327194,25.817766867252885,17.67237346022398,55.05303848498449,98.43350651246122,18,2015,PUENTE
2015-05-10,21.452206476125667,77.00095339978398,25.064453246086487,18.46184504233264,55.99189839776499,97.38807672715744,19,2015,PUENTE
2015-05-17,20.56911978301037,75.52758405016648,24.63083404960088,17.806859217412466,56.45595215463417,98.69517862651888,20,2015,PUENTE
2015-05-24,20.45624100199857,76.83505162484703,25.599826402875863,17.04691730319513,57.15245302747673,96.99383111246122,21,2015,PUENTE
2015-05-31,19.82564769756565,79.78574526149684,23.719898938818236,16.997172124600922,56.33542485654989,97.30159712651889,22,2015,PUENTE
2015-06-07,19.539780078591654,85.49731642548038,23.765743992572084,16.739105610303795,59.24495612619957,100.3154442127805,23,2015,PUENTE
2015-06-14,20.117541403663008,82.41844179538585,24.0499779531952,17.378577192412422,58.86323511278052,100.75924722651888,24,2015,PUENTE
2015-06-21,19.28353327096673,85.0302632910043,23.2355453888182,16.50607811373834,62.64038852683816,99.87415072683817,25,2015,PUENTE
2015-06-28,19.312702041560932,86.84156585014986,23.54333741741243,16.96733043873843,62.67173624089583,102.61423916996898,26,2015,PUENTE
2015-07-05,19.823263702141187,80.6045027700721,24.0495838781153,17.270446435064343,59.46329892683816,100.9171840261996,27,2015,PUENTE
2015-07-12,18.826129987446105,80.68875409956243,22.92332695311535,16.055568470926858,58.48316759776501,101.94773105495346,28,2015,PUENTE
2015-07-19,17.980453881275928,78.61532720669341,22.220815274521044,15.013335263898057,57.091551871246125,100.83297298530378,29,2015,PUENTE
