Fecha,temp_mean,temp_max,temp_min,temp_sum,Semana,Anho
2018-04-15,23.94828102357143,26.86809527,21.41974745,1341.10373732,15,2018
2018-04-22,22.542379753749998,25.09632003,20.38675408,1262.3732662099999,16,2018
2018-04-29,23.151383337499997,27.0264942,20.58481886,1296.4774668999999,17,2018
2018-05-06,21.925011534464286,24.33788508,19.57891015,1227.80064593,18,2018
2018-05-13,21.14536345696428,23.817795899999997,18.49317668,1184.1403535899997,19,2018
2018-05-20,20.672693865357143,24.08888718,18.02841699,1157.67085646,20,2018
2018-05-27,20.150847257321438,22.91936628,17.64661024,1128.4474464100006,21,2018
2018-06-03,19.630675264107147,22.68253387,16.95731863,1099.3178147900003,22,2018
2018-06-10,19.235328245357145,21.54126543,17.70573208,1077.17838174,23,2018
2018-06-17,18.62989134571428,20.86905018,16.46212143,1043.2739153599998,24,2018
2018-06-24,17.977057367142855,20.79099414,15.55251484,1006.7152125599999,25,2018
2018-07-01,17.920666327499994,21.27193744,15.48307644,1003.5573143399997,26,2018
2018-07-08,18.246959824464284,21.20518892,15.58098938,1021.8297501699999,27,2018
2018-07-15,18.357550828928577,21.01034929,16.19814279,1028.0228464200004,28,2018
2018-07-22,17.81257112892857,20.58722412,14.90446784,997.5039832199999,29,2018
2018-07-29,17.77662874285714,20.3689842,15.64527046,995.4912095999999,30,2018
2018-08-05,17.485068878571425,20.29348768,15.10112117,979.1638571999998,31,2018
2018-08-12,17.745964675000003,20.28137073,15.76917613,993.7740218000002,32,2018
2018-08-19,17.39826470285714,20.48247274,15.53323707,974.3028233599999,33,2018
2018-08-26,17.6686774925,20.17298845,14.96039195,989.44593958,34,2018
2018-09-02,17.486855763928567,20.56117126,15.03503261,979.2639227799998,35,2018
2018-09-09,18.420108862142857,21.27081113,15.61211275,1031.52609628,36,2018
2018-09-16,17.959691593392858,20.49523257,15.58832813,1005.74272923,37,2018
2018-09-23,18.409680051607136,20.91522873,15.92746594,1030.9420828899997,38,2018
2018-09-30,19.315571530892857,22.45507807,16.91841697,1081.67200573,39,2018
2018-10-07,19.84836076214285,22.49186697,17.43592679,1111.5082026799996,40,2018
2018-10-14,19.208347247678567,22.78807684,16.93688575,1075.6674458699997,41,2018
2018-10-21,18.868514208214286,21.56287003,16.42206111,1056.63679566,42,2018
2018-10-28,19.429111855,22.38845059,16.83873551,1088.03026388,43,2018
2018-11-04,20.345929168749997,23.76920633,17.25961005,1139.37203345,44,2018
2018-11-11,20.977406181428574,23.93140454,18.63873759,1174.7347461600002,45,2018
2018-11-18,20.460159409999992,23.10892809,18.38095858,1145.7689269599996,46,2018
2018-11-25,20.99556902910714,23.89621706,18.74577897,1175.7518656299999,47,2018
2018-12-02,20.96909247214285,23.61838468,18.80379997,1174.2691784399997,48,2018
2018-12-09,21.336003881071434,24.38767133,19.09598791,1194.8162173400003,49,2018
