,Fecha,Temperatura_K,Temperatura_C
0,2016-01-01 00:00:00,300.936441575942,27.786441575942035
1,2016-01-01 01:00:00,300.936441575942,27.786441575942035
2,2016-01-01 02:00:00,300.936441575942,27.786441575942035
3,2016-01-01 03:00:00,298.13625516545204,24.986255165452064
4,2016-01-01 04:00:00,298.13625516545204,24.986255165452064
5,2016-01-01 05:00:00,298.13625516545204,24.986255165452064
6,2016-01-01 06:00:00,295.93105979384404,22.781059793844065
7,2016-01-01 07:00:00,295.93105979384404,22.781059793844065
8,2016-01-01 08:00:00,295.93105979384404,22.781059793844065
9,2016-01-01 09:00:00,294.787697486432,21.637697486432046
10,2016-01-01 10:00:00,294.787697486432,21.637697486432046
11,2016-01-01 11:00:00,294.787697486432,21.637697486432046
12,2016-01-01 12:00:00,301.32009252349206,28.170092523492087
13,2016-01-01 13:00:00,301.32009252349206,28.170092523492087
14,2016-01-01 14:00:00,301.32009252349206,28.170092523492087
15,2016-01-01 15:00:00,322.3580531383161,49.20805313831613
16,2016-01-01 16:00:00,322.3580531383161,49.20805313831613
17,2016-01-01 17:00:00,322.3580531383161,49.20805313831613
18,2016-01-01 18:00:00,330.2799795876881,57.129979587688126
19,2016-01-01 19:00:00,330.2799795876881,57.129979587688126
20,2016-01-01 20:00:00,330.2799795876881,57.129979587688126
21,2016-01-01 21:00:00,321.6814429457281,48.531442945728145
22,2016-01-01 22:00:00,321.6814429457281,48.531442945728145
23,2016-01-01 23:00:00,321.6814429457281,48.531442945728145
24,2016-01-02 00:00:00,300.482227601256,27.332227601256022
25,2016-01-02 01:00:00,300.482227601256,27.332227601256022
26,2016-01-02 02:00:00,300.482227601256,27.332227601256022
27,2016-01-02 03:00:00,298.1677831012561,25.0177831012561
28,2016-01-02 04:00:00,298.1677831012561,25.0177831012561
29,2016-01-02 05:00:00,298.1677831012561,25.0177831012561
30,2016-01-02 06:00:00,296.6155899086681,23.465589908668107
31,2016-01-02 07:00:00,296.6155899086681,23.465589908668107
32,2016-01-02 08:00:00,296.6155899086681,23.465589908668107
33,2016-01-02 09:00:00,294.81483903706004,21.664839037060062
34,2016-01-02 10:00:00,294.81483903706004,21.664839037060062
35,2016-01-02 11:00:00,294.81483903706004,21.664839037060062
36,2016-01-02 12:00:00,303.3557476383161,30.205747638316097
37,2016-01-02 13:00:00,303.3557476383161,30.205747638316097
38,2016-01-02 14:00:00,303.3557476383161,30.205747638316097
39,2016-01-02 15:00:00,323.9878227395721,50.83782273957212
40,2016-01-02 16:00:00,323.9878227395721,50.83782273957212
41,2016-01-02 17:00:00,323.9878227395721,50.83782273957212
42,2016-01-02 18:00:00,333.4427378679641,60.29273786796415
43,2016-01-02 19:00:00,333.4427378679641,60.29273786796415
44,2016-01-02 20:00:00,333.4427378679641,60.29273786796415
45,2016-01-02 21:00:00,323.30755730376814,50.15755730376816
46,2016-01-02 22:00:00,323.30755730376814,50.15755730376816
47,2016-01-02 23:00:00,323.30755730376814,50.15755730376816
48,2016-01-03 00:00:00,302.0097017802761,28.85970178027611
49,2016-01-03 01:00:00,302.0097017802761,28.85970178027611
50,2016-01-03 02:00:00,302.0097017802761,28.85970178027611
51,2016-01-03 03:00:00,299.54838231237403,26.398382312374054
52,2016-01-03 04:00:00,299.54838231237403,26.398382312374054
53,2016-01-03 05:00:00,299.54838231237403,26.398382312374054
54,2016-01-03 06:00:00,297.59246512657006,24.442465126570085
55,2016-01-03 07:00:00,297.59246512657006,24.442465126570085
56,2016-01-03 08:00:00,297.59246512657006,24.442465126570085
57,2016-01-03 09:00:00,296.104130972864,22.95413097286405
58,2016-01-03 10:00:00,296.104130972864,22.95413097286405
59,2016-01-03 11:00:00,296.104130972864,22.95413097286405
60,2016-01-03 12:00:00,303.96501207412007,30.81501207412009
61,2016-01-03 13:00:00,303.96501207412007,30.81501207412009
62,2016-01-03 14:00:00,303.96501207412007,30.81501207412009
63,2016-01-03 15:00:00,325.6308069963561,52.48080699635614
64,2016-01-03 16:00:00,325.6308069963561,52.48080699635614
65,2016-01-03 17:00:00,325.6308069963561,52.48080699635614
66,2016-01-03 18:00:00,335.31118472600417,62.161184726004194
67,2016-01-03 19:00:00,335.31118472600417,62.161184726004194
