Fecha,ix,Departamento,Distrito,casosAccumAnho,nuevosCasos,Semana,Anho,Fecha_x,Fecha_y,temp_mean,hum_mean,temp_max,temp_min,hum_min,hum_max
2018-11-25,152,LIMA,COMAS,7,0,47,2018,2018-11-25,2018-11-25,19.81219090373444,73.18425125943467,22.587120654602927,17.608959990801964,60.20532608880095,86.78219063521028
2018-12-02,153,LIMA,COMAS,7,0,48,2018,2018-12-02,2018-12-02,19.692579682477746,74.13393263485332,22.6350168588026,17.424241994202816,60.12531788000632,87.99015542961088
2018-12-09,154,LIMA,COMAS,7,0,49,2018,2018-12-09,2018-12-09,19.98463344089902,76.67279227586937,23.03012801360336,17.549266951202185,61.43160066561207,97.62520098801016
2018-12-16,155,LIMA,COMAS,7,0,50,2018,2018-12-16,2018-12-16,20.89003713080233,74.71308711267962,24.77087259280296,17.866062417201874,54.44996355279971,92.00419292322046
2018-12-23,156,LIMA,COMAS,7,0,51,2018,2018-12-23,2018-12-23,21.53222847330669,75.24628421977499,24.462294910803564,19.139519456002915,59.90883479999997,89.25778613840552
2018-12-30,157,LIMA,COMAS,7,0,52,2018,2018-12-30,2018-12-30,21.35135289657408,76.76193628884896,24.27296240880264,18.896838035202503,62.10939803280598,90.91857493521036
2019-01-06,159,LIMA,COMAS,0,0,1,2019,2019-01-06,2019-01-06,21.805865570031266,76.00189422916455,24.887066391403096,19.493188513002224,59.66452622480223,91.94856069601386
2019-01-13,160,LIMA,COMAS,0,0,2,2019,2019-01-13,2019-01-13,23.12784571736131,69.46950722186861,26.36696915580518,19.75404400600292,52.54063254239159,90.54779847440676
2019-01-20,161,LIMA,COMAS,0,0,3,2019,2019-01-20,2019-01-20,21.965357472899512,79.14515344200574,25.232758335004803,19.870218262203423,59.16560594640926,93.07334254080985
2019-01-27,162,LIMA,COMAS,0,0,4,2019,2019-01-27,2019-01-27,23.052116384267283,76.56991564597656,26.39795574060429,20.19837987960296,58.84595997279338,92.32369246880732
2019-02-03,163,LIMA,COMAS,0,0,5,2019,2019-02-03,2019-02-03,24.380349967564687,69.25905114817017,27.68737861760519,21.59229959760364,53.042498342391625,86.67750942480225
2019-02-10,164,LIMA,COMAS,0,0,6,2019,2019-02-10,2019-02-10,23.97666084817506,77.67034006660353,27.03094755800379,21.763724658003863,61.99677565279964,92.97813478000631
2019-02-17,165,LIMA,COMAS,0,0,7,2019,2019-02-17,2019-02-17,23.98612513885345,77.53427927358987,26.972086668404074,21.82728425040341,60.56138396959815,91.22464323521032
2019-02-24,166,LIMA,COMAS,0,0,8,2019,2019-02-24,2019-02-24,24.73123979033961,68.9843212464127,28.690812533604912,22.15684789760371,44.67768168959184,89.75554682160706
2019-03-03,167,LIMA,COMAS,0,0,9,2019,2019-03-03,2019-03-03,25.03909613647216,66.69411807331083,27.818439168403984,22.84601285520409,52.37924650559941,79.97056820559946
2019-03-10,168,LIMA,COMAS,0,0,10,2019,2019-03-10,2019-03-10,24.171837325407058,73.55359960533166,27.25410118240273,21.85856631360332,55.25525728399237,90.3322235688073
2019-03-17,169,LIMA,COMAS,0,0,11,2019,2019-03-17,2019-03-17,24.10752989599983,73.6587592594166,26.823052024604635,21.36731477680325,57.25247228399237,85.69896050240428
2019-03-24,170,LIMA,COMAS,0,0,12,2019,2019-03-24,2019-03-24,22.91657610004269,73.49714273132932,26.326354013603293,20.30544434000313,58.810878869598135,87.4419729832015
2019-03-31,171,LIMA,COMAS,0,0,13,2019,2019-03-31,2019-03-31,22.06013990210649,77.04649153974607,24.61837505240436,19.68630354420281,60.4741574279974,93.61749712720656
2019-04-07,172,LIMA,COMAS,0,0,14,2019,2019-04-07,2019-04-07,21.87670435509972,74.13063895081459,25.260490389204392,19.138162106002824,54.70143598399237,88.1028530464093
2019-04-14,173,LIMA,COMAS,0,0,15,2019,2019-04-14,2019-04-14,21.815604222127984,73.1537543973019,25.70455490460301,19.0570755088026,54.1647220192027,88.38834736080356
2019-04-21,174,LIMA,COMAS,0,0,16,2019,2019-04-21,2019-04-21,21.21887449563122,77.17601718484596,24.43581541080357,18.82027293240276,62.31682271679843,92.70766376880734
2019-04-28,175,LIMA,COMAS,0,0,17,2019,2019-04-28,2019-04-28,21.68302597368504,74.4545133332026,24.840785272603625,18.79770736360331,57.69834886959814,89.90918354400506
2019-05-05,176,LIMA,COMAS,1,1,18,2019,2019-05-05,2019-05-05,20.44963080565955,75.35607953926196,23.342812643601743,18.119170806801662,58.72210512720645,91.35494743280609
2019-05-12,177,LIMA,COMAS,1,0,19,2019,2019-05-12,2019-05-12,19.81342446864524,77.77181440446283,23.63623325260204,17.215322838002237,60.14054696320779,91.5369882488136
2019-05-19,178,LIMA,COMAS,1,0,20,2019,2019-05-19,2019-05-19,19.843919456045377,74.42055137729072,23.89886976300221,16.69216605260209,57.77341586959815,90.65789526880737
2019-05-26,179,LIMA,COMAS,1,0,21,2019,2019-05-26,2019-05-26,18.777439881420207,73.80831114423718,21.288183158201548,15.79950614420278,59.97429466880728,88.24852415520407
2019-06-02,180,LIMA,COMAS,1,0,22,2019,2019-06-02,2019-06-02,17.956838148973425,73.93884271905246,20.83172969220186,15.366967015802004,59.287535421607046,89.13562350240436
2019-06-09,181,LIMA,COMAS,1,0,23,2019,2019-06-09,2019-06-09,17.761130428830338,74.35894587592642,20.79774092000156,15.35430847480228,59.95314382961083,88.77718917921544
2019-06-16,182,LIMA,COMAS,1,0,24,2019,2019-06-16,2019-06-16,16.89250770391931,75.74304255009487,21.1700727436018,13.947389386001303,57.60217602160703,90.94321625441314
2019-06-23,183,LIMA,COMAS,1,0,25,2019,2019-06-23,2019-06-23,15.402514070543369,80.69976630056999,18.20135498400032,12.97900852500004,63.64240315441316,93.37897128481494
2019-06-30,184,LIMA,COMAS,1,0,26,2019,2019-06-30,2019-06-30,15.350859347783414,80.65412477119636,18.6022979596014,13.202688106801702,61.46810225760838,91.85991696880734
2019-07-07,185,LIMA,COMAS,1,0,27,2019,2019-07-07,2019-07-07,15.54278178907262,80.6097671158957,18.844761936001248,13.576293187401234,65.69274032720658,92.4464210104081
2019-07-14,186,LIMA,COMAS,1,0,28,2019,2019-07-14,2019-07-14,15.6161475322118,79.95954185138343,18.670965972801355,13.970913768000685,65.55927126880734,91.46858572322049
2019-07-21,187,LIMA,COMAS,1,0,29,2019,2019-07-21,2019-07-21,15.114747122008207,80.76404759970849,18.17650410200099,12.979349729800733,67.09075967440684,90.32590465200887
2019-07-28,188,LIMA,COMAS,1,0,30,2019,2019-07-28,2019-07-28,14.342333957529847,80.5442164855657,17.183234081801686,11.766855227000974,63.61409826880735,92.36181983521034
2019-08-04,189,LIMA,COMAS,1,0,31,2019,2019-08-04,2019-08-04,14.086774230336273,79.72997490055641,17.179369354800713,11.917099873600192,63.314755293609615,91.00484878000636
2019-08-11,190,LIMA,COMAS,1,0,32,2019,2019-08-11,2019-08-11,14.281155188411525,79.09665150287199,17.289378404800686,12.057373665801949,63.6824894352104,92.34979641600762
2019-08-18,191,LIMA,COMAS,1,0,33,2019,2019-08-18,2019-08-18,14.51187438397224,79.64804735861276,17.473434203400814,11.836048518000666,64.21209779360962,92.26014125200884
2019-08-25,192,LIMA,COMAS,1,0,34,2019,2019-08-25,2019-08-25,15.23222797147591,78.52902364066635,19.2636028902009,12.476333478400877,58.87371099920909,93.92179876561217
2019-09-01,193,LIMA,COMAS,1,0,35,2019,2019-09-01,2019-09-01,15.239117949704433,78.07766034865209,18.85857445340082,12.478112984000404,58.34532674400508,92.35799644881372
2019-09-08,194,LIMA,COMAS,1,0,36,2019,2019-09-08,2019-09-08,15.563982054404722,79.38614131462182,19.252138597801377,12.932740685400232,59.41921530401756,94.53126071040816
2019-09-15,195,LIMA,COMAS,1,0,37,2019,2019-09-15,2019-09-15,15.198870386518909,79.59708344592408,18.542973228400854,12.955232051202188,62.65283568801012,90.83008516241692
2019-09-22,196,LIMA,COMAS,1,0,38,2019,2019-09-22,2019-09-22,15.427533177279756,80.61795764242045,17.910098451202145,13.240816274201222,68.94492273521031,92.11939236561214
2019-09-29,197,LIMA,COMAS,1,0,39,2019,2019-09-29,2019-09-29,16.48540333868325,78.82701025881897,19.526318788801007,14.345224907600482,61.273398183201536,92.4024823576084
2019-10-06,198,LIMA,COMAS,1,0,40,2019,2019-10-06,2019-10-06,16.22506883537309,79.38162534208941,19.33980054360171,13.831259118601736,63.84758689680474,88.85255127200251
2019-10-13,199,LIMA,COMAS,1,0,41,2019,2019-10-13,2019-10-13,15.6345184278687,76.91216316929653,19.146811859601428,12.828818457600503,60.16534090240433,89.68546616320796
2019-10-20,200,LIMA,COMAS,1,0,42,2019,2019-10-20,2019-10-20,16.659840824515886,75.59408742779043,21.09809336580201,13.703949170001636,54.08050120240429,87.77351753040179
2019-10-27,201,LIMA,COMAS,1,0,43,2019,2019-10-27,2019-10-27,16.56726518590129,75.44898397052074,20.345680763002235,14.007473552000988,57.18023427760205,87.78605364640937
2019-11-03,202,LIMA,COMAS,1,0,44,2019,2019-11-03,2019-11-03,17.30218834386597,75.12278912940894,21.425390540802027,14.069669927000971,58.726887313603285,87.69975481360328
2019-11-10,203,LIMA,COMAS,1,0,45,2019,2019-11-10,2019-11-10,17.665122628212444,75.5493915829589,20.391352904001906,15.072083813800988,61.18156381920278,86.55350662160713
2019-11-17,204,LIMA,COMAS,1,0,46,2019,2019-11-17,2019-11-17,18.153541766502357,76.5088995709433,21.28548296360333,15.437651668601744,60.158216061594416,87.019963188801
2019-11-24,205,LIMA,COMAS,1,0,47,2019,2019-11-24,2019-11-24,18.16651096303416,77.53764466448854,21.657906595001577,15.669068556801676,63.35597256880735,89.63392087440683
2019-12-01,206,LIMA,COMAS,1,0,48,2019,2019-12-01,2019-12-01,19.51626470359844,73.95438242964532,23.43874434560269,17.13076442420129,55.57538441679848,87.27585713600129
2019-12-08,207,LIMA,COMAS,1,0,49,2019,2019-12-08,2019-12-08,19.77715388489913,75.51860271528562,23.382262869803867,17.578061876202185,58.76474933840554,89.09154703840557
2019-12-15,208,LIMA,COMAS,1,0,50,2019,2019-12-15,2019-12-15,19.627217962781504,77.70430838055486,22.61834824200412,17.768728998402423,62.94782025599494,89.8903280136033
2019-12-22,209,LIMA,COMAS,1,0,51,2019,2019-12-22,2019-12-22,19.657041892420345,75.94123061980642,22.673212685202486,17.19146654500156,62.69003260559948,87.80286487760203
2019-12-29,210,LIMA,COMAS,2,1,52,2019,2019-12-29,2019-12-29,20.603576653245344,73.91383185194107,24.12937391840404,17.84858997900193,60.711323752799736,84.6314784944005
2020-01-05,212,LIMA,COMAS,0,0,1,2020,2020-01-05,2020-01-05,21.652495193596224,73.75780043181237,24.51692618300381,19.226074957402773,58.94713349759567,86.79137239120526
2020-01-12,213,LIMA,COMAS,0,0,2,2020,2020-01-12,2020-01-12,21.325782848784883,74.9934431398026,24.328925360202447,18.92363617140154,60.05964462559316,89.60676663600131
2020-01-19,214,LIMA,COMAS,0,0,3,2020,2020-01-19,2020-01-19,21.222052883759403,77.0142507596025,24.21001445600291,19.24115007620225,61.96289019440047,89.45240294640936
2020-01-26,215,LIMA,COMAS,0,0,4,2020,2020-01-26,2020-01-26,23.23601356199315,70.2438029255799,26.75971456900504,20.001006473402413,52.925280017589365,90.8465824968048
2020-02-02,216,LIMA,COMAS,0,0,5,2020,2020-02-02,2020-02-02,23.062175446753567,72.4278404863097,26.445991777404345,20.83839193100289,55.45035407839289,84.54952890559949
2020-02-09,217,LIMA,COMAS,0,0,6,2020,2020-02-09,2020-02-09,22.53123635173193,72.59590191799667,25.61746519760362,20.003572145602675,57.09598447519768,86.90643450000002
2020-02-16,218,LIMA,COMAS,0,0,7,2020,2020-02-16,2020-02-16,22.399926487099496,73.0979045349539,25.22530429480389,20.033297107402745,61.01927717839289,85.92166001119901
2020-02-23,219,LIMA,COMAS,1,1,8,2020,2020-02-23,2020-02-23,23.590571702796105,70.14234109798208,26.61299284400502,21.34596912900196,55.17128035919012,84.51093206959824
2020-03-01,220,LIMA,COMAS,2,1,9,2020,2020-03-01,2020-03-01,23.88380178426444,70.10564513548154,26.656171183604897,21.11643911500317,55.32103196478965,85.49609557760205
2020-03-08,221,LIMA,COMAS,3,1,10,2020,2020-03-08,2020-03-08,23.48555451203524,69.52773763416103,26.50206973160391,21.34215837000164,51.11329124479589,81.53770561679848
2020-03-15,222,LIMA,COMAS,4,1,11,2020,2020-03-15,2020-03-15,23.81422172932479,64.6719051522817,26.568580169005088,21.20381827540342,49.31083520879467,79.9908100583992
2020-03-22,223,LIMA,COMAS,5,1,12,2020,2020-03-22,2020-03-22,23.501361339132508,69.98484409799565,27.031537355805145,21.16410744900349,46.82537362878836,85.01356275279976
2020-03-29,224,LIMA,COMAS,17,12,13,2020,2020-03-29,2020-03-29,22.510015405006914,71.13849132343093,26.57379193020409,20.09717115880261,51.092781547991095,85.81891881119903
2020-04-05,225,LIMA,COMAS,25,8,14,2020,2020-04-05,2020-04-05,21.992544054467,70.9359785104561,24.714961960803578,18.90924684500164,58.06748245599489,84.75879746880733
2020-04-12,226,LIMA,COMAS,40,15,15,2020,2020-04-12,2020-04-12,21.834339897038436,73.03747646779412,24.815325535803595,19.775809601202184,58.51552116880723,85.14673673600123
2020-04-19,227,LIMA,COMAS,65,25,16,2020,2020-04-19,2020-04-19,21.56040075658897,70.97660424598509,25.48886075940368,18.877082301202165,49.33162015839923,90.073528522398
2020-04-26,228,LIMA,COMAS,94,29,17,2020,2020-04-26,2020-04-26,19.989286419838063,70.56414094182051,22.75120154280296,17.67007891160239,56.51196895039547,82.39458705839921
2020-05-03,229,LIMA,COMAS,132,38,18,2020,2020-05-03,2020-05-03,19.92783342501641,71.86191565101628,23.72055833100285,17.186533418601755,53.07348346640299,85.34428661360326
2020-05-10,230,LIMA,COMAS,147,15,19,2020,2020-05-10,2020-05-10,19.60299710502358,74.25727697068767,23.383633418601733,16.836054372002536,56.95256976080345,88.46203229120533
2020-05-17,231,LIMA,COMAS,177,30,20,2020,2020-05-17,2020-05-17,18.534821953998527,76.80656517376055,22.112765832402715,15.732134472801365,58.92477706959825,89.67335604400506
2020-05-24,232,LIMA,COMAS,197,20,21,2020,2020-05-24,2020-05-24,16.891602234126452,79.66855323307723,19.73773918040177,14.682393531801663,63.831012274406845,90.08989527200254
2020-05-31,233,LIMA,COMAS,202,5,22,2020,2020-05-31,2020-05-31,17.863474697166104,79.63524423490391,20.846846683802653,15.503583831801675,62.66769150000004,93.14551988000632
2020-06-07,234,LIMA,COMAS,207,5,23,2020,2020-06-07,2020-06-07,16.96806498692324,80.00788443629219,19.873304106801697,14.707865084601451,60.9637519328061,89.46918736080356
2020-06-14,235,LIMA,COMAS,214,7,24,2020,2020-06-14,2020-06-14,16.08877423855827,78.64314641035159,18.497056850601098,13.921941081200655,65.1629235104081,88.85673311600759
2020-06-21,236,LIMA,COMAS,216,2,25,2020,2020-06-21,2020-06-21,16.068101227847514,80.37122482636653,18.975163784601364,13.987300691600808,66.67045177440687,90.40284397440682
2020-06-28,237,LIMA,COMAS,216,0,26,2020,2020-06-28,2020-06-28,15.801543338558549,79.90426131845028,19.296550477602068,13.770240606801678,60.08148444960458,91.66416935200886
2020-07-05,238,LIMA,COMAS,216,0,27,2020,2020-07-05,2020-07-05,15.199104583790628,78.17164505489669,18.345078495001587,12.888073823402408,62.47682539360963,91.42793893840556
2020-07-12,239,LIMA,COMAS,216,0,28,2020,2020-07-12,2020-07-12,14.801640075308756,78.90446135499725,17.98795831580196,12.152992886602362,64.06236442720663,89.41888691600761
2020-07-19,240,LIMA,COMAS,217,1,29,2020,2020-07-19,2020-07-19,15.130035757490171,78.08211587740993,18.966992711001296,12.367874911800072,60.45292446640306,89.22475508560582
2020-07-26,241,LIMA,COMAS,217,0,30,2020,2020-07-26,2020-07-26,15.020458393019164,78.7560918251841,18.15919618320152,12.849863802602044,61.14926123280608,90.11128786001257
2020-08-02,242,LIMA,COMAS,217,0,31,2020,2020-08-02,2020-08-02,14.770435848257955,77.75434614258425,18.636243018000584,12.265695678400846,59.56230113201509,89.17623782720658
2020-08-09,243,LIMA,COMAS,218,1,32,2020,2020-08-09,2020-08-09,14.523284430825498,78.30347358003003,18.510751425601143,12.070540420800455,60.29489754321413,91.34561999041448
2020-08-16,244,LIMA,COMAS,218,0,33,2020,2020-08-16,2020-08-16,14.498711752697943,77.57601242782626,17.570046454001897,12.089699450403373,63.00448391360333,90.54594162961088
2020-08-23,245,LIMA,COMAS,218,0,34,2020,2020-08-23,2020-08-23,14.651483965408795,77.46834036633804,17.662163613801,12.172102143601704,60.8618608936096,88.87029187121162
2020-08-30,246,LIMA,COMAS,218,0,35,2020,2020-08-30,2020-08-30,15.323231718547929,79.75357882713708,19.505362904001856,12.883758215200942,54.836385238405576,90.3371407072129
2020-09-06,247,LIMA,COMAS,218,0,36,2020,2020-09-06,2020-09-06,14.583800823297349,79.59995300979459,17.907194225601074,12.404899132600464,59.735872296013824,92.41975723201516
2020-09-13,248,LIMA,COMAS,218,0,37,2020,2020-09-13,2020-09-13,15.139931326279568,78.21702134973616,18.092100932600488,12.356780826399929,62.8255526936096,91.37752797681117
2020-09-20,249,LIMA,COMAS,218,0,38,2020,2020-09-20,2020-09-20,15.665604543019429,76.65687844507839,19.02206137140149,12.663402889402164,62.0076345376146,88.30985179920911
2020-09-27,250,LIMA,COMAS,218,0,39,2020,2020-09-27,2020-09-27,16.0202457980622,75.68730163336363,19.50856758600128,13.594278402000953,56.517757504808586,88.51184236320785
2020-10-04,251,LIMA,COMAS,218,0,40,2020,2020-10-04,2020-10-04,15.868386855876327,78.59086843514878,18.943351177000977,14.007402985202477,61.99425417440677,89.92819003840555
2020-10-11,252,LIMA,COMAS,218,0,41,2020,2020-10-11,2020-10-11,16.90392372328677,74.39391193583572,20.63366598040181,14.068385924201266,55.880850244005046,89.09356766880735
2020-10-18,253,LIMA,COMAS,218,0,42,2020,2020-10-18,2020-10-18,16.971858895651263,75.66462370501986,20.18467001240117,14.51578180680167,58.61694757121153,89.59865172401142
2020-10-25,254,LIMA,COMAS,218,0,43,2020,2020-10-25,2020-10-25,17.014445699476624,75.22979448719153,20.40751121240117,14.869082922801397,60.99185502160707,88.2832397384056
2020-11-01,255,LIMA,COMAS,218,0,44,2020,2020-11-01,2020-11-01,17.386695291848635,75.27023056420322,20.80071358580357,14.641881498402428,60.70915829199628,88.3431140656122
2020-11-08,256,LIMA,COMAS,218,0,45,2020,2020-11-08,2020-11-08,16.43641188413366,76.22390453688196,19.717624140801945,13.923199083201553,59.65592159920908,89.16524354640944
2020-11-15,257,LIMA,COMAS,218,0,46,2020,2020-11-15,2020-11-15,17.146764215173228,74.78442071773623,20.421674051202217,14.281466115200942,59.504078321607096,86.58976060240428
2020-11-22,258,LIMA,COMAS,219,1,47,2020,2020-11-22,2020-11-22,17.852852792852087,72.53403087931825,21.396951448402376,14.93865522140146,54.73348921360329,84.99621200800377
2020-11-29,259,LIMA,COMAS,219,0,48,2020,2020-11-29,2020-11-29,17.945011867962254,72.16227049955427,21.98473853720344,15.071521525601156,56.41934322480225,86.14241972720657
2020-12-06,260,LIMA,COMAS,219,0,49,2020,2020-12-06,2020-12-06,18.696260103366804,75.58952850696944,21.739126540604275,16.605762929602975,62.12463457038921,87.70500701679849
2020-12-13,261,LIMA,COMAS,219,0,50,2020,2020-12-13,2020-12-13,19.289398710520263,75.70484196780517,22.29141278020404,17.018494179001948,64.30471701999367,86.11224178880097
2020-12-20,262,LIMA,COMAS,220,1,51,2020,2020-12-20,2020-12-20,19.593077432106018,76.4050760108414,22.612018479603023,17.44119827280133,62.83753096959817,86.88543043280605
2020-12-27,263,LIMA,COMAS,220,0,52,2020,2020-12-27,2020-12-27,19.515890821549352,77.24780774746068,22.17775398780452,17.230280382402782,63.56883023679216,87.25504645039547
2017-01-01,477,LIMA,LURIGANCHO,0,0,1,2017,2017-01-01,2017-01-01,22.28934276870138,75.66429454639696,27.289000047966567,18.279340552498013,49.47991877291509,95.75471554582997
2017-01-08,478,LIMA,LURIGANCHO,0,0,2,2017,2017-01-08,2017-01-08,23.06105051408908,71.51750087376068,28.696287375258063,19.04552633661234,45.70474344562359,92.037203272915
2017-01-15,479,LIMA,LURIGANCHO,0,0,3,2017,2017-01-15,2017-01-15,23.135185174031054,71.21996269452862,27.94533606395544,19.783564452549623,44.40803566312967,91.490431118332
2017-01-22,480,LIMA,LURIGANCHO,0,0,4,2017,2017-01-22,2017-01-22,23.85750427258746,70.82057000337606,28.4291173776528,21.31327236619535,49.36640114500414,83.78543255437656
2017-01-29,481,LIMA,LURIGANCHO,0,0,5,2017,2017-01-29,2017-01-29,24.548373192821057,74.02960544878648,27.93696291390387,22.18245890937243,55.97944945417015,91.51661614603638
2017-02-05,482,LIMA,LURIGANCHO,0,0,6,2017,2017-02-05,2017-02-05,25.029262803247985,71.59875655446875,28.580529525309714,21.795355918435234,55.2165440181256,88.79998264603643
2017-02-12,483,LIMA,LURIGANCHO,0,0,7,2017,2017-02-12,2017-02-12,24.58857601571536,68.39233750798118,28.296441141246987,21.664315177497883,46.10407299042112,92.00393010978544
2017-02-19,484,LIMA,LURIGANCHO,0,0,8,2017,2017-02-19,2017-02-19,24.802557461857138,61.40579650049175,28.521217045829985,21.721647184424057,41.54415956292311,77.52056795417008
2017-02-26,485,LIMA,LURIGANCHO,2,2,9,2017,2017-02-26,2017-02-26,24.878634428489452,62.48082852969065,28.22974683661232,22.511785236663968,40.45369432729164,78.29067943604457
2017-03-05,486,LIMA,LURIGANCHO,2,0,10,2017,2017-03-05,2017-03-05,25.704749697003148,64.56282451139408,29.23531981395547,23.19199827077836,45.82478022708515,81.38533851812555
2017-03-12,487,LIMA,LURIGANCHO,2,0,11,2017,2017-03-12,2017-03-12,25.410772978863637,66.46841371889604,28.81533606395544,22.96046865937245,47.91911195417018,80.47542257250205
2017-03-19,488,LIMA,LURIGANCHO,3,1,12,2017,2017-03-19,2017-03-19,25.78141857147949,65.38921038159947,29.12735427770445,23.35812345708098,49.45255369083416,85.71116871853849
2017-03-26,489,LIMA,LURIGANCHO,4,1,13,2017,2017-03-26,2017-03-26,24.780137097962545,67.72810728480378,28.2505886593724,22.17657932754957,49.63892467270864,83.0779134456235
2017-04-02,490,LIMA,LURIGANCHO,4,0,14,2017,2017-04-02,2017-04-02,23.753696548879727,70.43012004157728,27.7438530047894,20.86967525478952,50.2638468091661,89.05432130061945
2017-04-09,491,LIMA,LURIGANCHO,10,6,15,2017,2017-04-09,2017-04-09,23.028138679834075,71.6215143742554,26.31310408208094,20.58168175478949,52.659742172708576,88.17394862791093
2017-04-16,492,LIMA,LURIGANCHO,15,5,16,2017,2017-04-16,2017-04-16,23.016517532404077,73.34356796905679,26.871511668435232,19.85161902291497,52.7498443272916,94.81329624624288
2017-04-23,493,LIMA,LURIGANCHO,20,5,17,2017,2017-04-23,2017-04-23,22.820322544230567,74.06238841316437,26.91321363432087,19.766597647915034,53.35141139124701,89.34766232832389
2017-04-30,494,LIMA,LURIGANCHO,28,8,18,2017,2017-04-30,2017-04-30,22.040956876192237,74.38027593888175,25.84929200025812,19.082907297966585,55.67409386354258,91.4054988368705
2017-05-07,495,LIMA,LURIGANCHO,37,9,19,2017,2017-05-07,2017-05-07,21.250728656733703,76.80701623794025,24.96685956609207,18.530902600206502,58.76007274521056,96.1427617643684
2017-05-14,496,LIMA,LURIGANCHO,40,3,20,2017,2017-05-14,2017-05-14,21.83470056468629,73.54282079347728,26.451649586612405,19.02618402744633,49.88665496374909,94.34540799145344
2017-05-21,497,LIMA,LURIGANCHO,40,0,21,2017,2017-05-21,2017-05-21,20.359950704874446,76.94890860037242,24.054057591143703,17.366644397914968,61.30413574624294,94.70004631874497
2017-05-28,498,LIMA,LURIGANCHO,40,0,22,2017,2017-05-28,2017-05-28,19.805841268565167,77.72506041703811,23.425114786509084,17.481192552497987,58.780766917919046,93.69327681874488
2017-06-04,499,LIMA,LURIGANCHO,41,1,23,2017,2017-06-04,2017-06-04,19.294385729062867,79.97618543761364,22.85990847520651,16.672158579686254,59.41135625478948,94.99290281874492
2017-06-11,500,LIMA,LURIGANCHO,43,2,24,2017,2017-06-11,2017-06-11,18.91017143300626,78.9354036317714,23.10154804104053,15.342130079686228,57.15086372708499,96.93375334644938
2017-06-18,501,LIMA,LURIGANCHO,43,0,25,2017,2017-06-18,2017-06-18,18.57123765149046,77.6331165372834,23.772756932029324,14.78185451145754,53.39826237312145,97.01574026436832
2017-06-25,502,LIMA,LURIGANCHO,43,0,26,2017,2017-06-25,2017-06-25,18.934113193539357,75.47010081848988,23.38123943656069,15.54802404557188,52.47101900957895,97.27628232832384
2017-07-02,503,LIMA,LURIGANCHO,43,0,27,2017,2017-07-02,2017-07-02,18.341304533377667,77.7866361210483,22.12304755463458,15.420521147914997,60.10076738270044,94.94316559165986
2017-07-09,504,LIMA,LURIGANCHO,43,0,28,2017,2017-07-09,2017-07-09,18.302330219340234,79.22029377613113,22.669401488800588,14.958299747863409,57.19233731874496,93.6727246097854
2017-07-16,505,LIMA,LURIGANCHO,43,0,29,2017,2017-07-16,2017-07-16,17.751801102131356,80.28697239107893,21.339314122863414,15.011592656977768,59.53660520999191,95.82233395520235
2017-07-23,506,LIMA,LURIGANCHO,43,0,30,2017,2017-07-23,2017-07-23,17.72783370922683,71.96500344512152,21.951994295571808,15.256999018383624,53.36904645520245,95.05596376436834
2017-07-30,507,LIMA,LURIGANCHO,43,0,31,2017,2017-07-30,2017-07-30,17.652598306013548,73.03857939220255,20.36029613192613,15.25437358421766,58.70231132832389,86.27323064603638
2017-08-06,508,LIMA,LURIGANCHO,43,0,32,2017,2017-08-06,2017-08-06,17.651809023174128,72.20404065566251,20.16208959781176,15.259693843280388,58.30663265561539,85.36506460978536
2017-08-13,509,LIMA,LURIGANCHO,43,0,33,2017,2017-08-13,2017-08-13,17.293413338976638,71.95539074990363,19.996988550103254,14.756783984269305,57.81119436457485,87.54110060978535
2017-08-20,510,LIMA,LURIGANCHO,43,0,34,2017,2017-08-20,2017-08-20,17.486120254764398,67.75635551178725,20.68879618656069,15.378439934165954,57.84072545520244,76.23717145623476
2017-08-27,511,LIMA,LURIGANCHO,43,0,35,2017,2017-08-27,2017-08-27,17.371203759552355,69.08369896940191,20.402209463749045,14.616529777446374,54.53715983687045,81.01064694665591
2017-09-03,512,LIMA,LURIGANCHO,43,0,36,2017,2017-09-03,2017-09-03,17.475443378860472,71.26965019035049,20.34652955010324,14.863151613800651,57.808788364574895,86.79475712791087
2017-09-10,513,LIMA,LURIGANCHO,43,0,37,2017,2017-09-10,2017-09-10,17.06431404038394,72.88412897857526,19.628184343280395,14.729990911509104,60.57843602770448,86.0930348187449
2017-09-17,514,LIMA,LURIGANCHO,43,0,38,2017,2017-09-17,2017-09-17,17.451448745122672,68.64729720553943,21.21498756609208,15.234693700154878,53.67191157353448,80.82905239124692
2017-09-24,515,LIMA,LURIGANCHO,43,0,39,2017,2017-09-24,2017-09-24,17.45726425979178,71.77888226958402,21.89600926385225,14.192239900051677,50.85604849145352,89.95233292853037
2017-10-01,516,LIMA,LURIGANCHO,43,0,40,2017,2017-10-01,2017-10-01,18.259876759424078,65.49154930159047,21.39164961380061,15.061794890988892,51.22377841895147,81.51331145520244
2017-10-08,517,LIMA,LURIGANCHO,43,0,41,2017,2017-10-08,2017-10-08,18.367661781921147,70.05296931175842,21.57193716843517,15.740330075154873,55.58869139124695,84.57239853728338
2017-10-15,518,LIMA,LURIGANCHO,43,0,42,2017,2017-10-15,2017-10-15,18.364334531093544,69.65662988265025,21.546769575154823,15.322412381926142,53.907958718538495,86.29349536457485
