,Fecha,temp_mean,Humedad,Semana,Anho
229,2019-05-26,20.11552456964285,75.47513777839283,21,2019
230,2019-06-02,19.182204544821435,76.52402688625,22,2019
231,2019-06-09,19.08637764821429,77.21392542571427,23,2019
232,2019-06-16,18.111106314642857,77.5551301044643,24,2019
233,2019-06-23,16.527032326249998,82.95709551053572,25,2019
234,2019-06-30,16.49620144214286,82.68673919214288,26,2019
235,2019-07-07,16.652900062678572,82.75849743285714,27,2019
236,2019-07-14,16.783325781964287,83.03220821964288,28,2019
237,2019-07-21,16.224710710714287,81.98410475874998,29,2019
238,2019-07-28,15.433999590357145,82.04612235017858,30,2019
239,2019-08-04,15.016719862678572,82.88551233839284,31,2019
240,2019-08-11,15.300070253571427,82.6178600951786,32,2019
241,2019-08-18,15.482160959821432,82.57637094517858,33,2019
242,2019-08-25,16.283672877142866,80.24016270607143,34,2019
243,2019-09-01,16.249683385,80.15394943696428,35,2019
244,2019-09-08,16.652767487857133,80.57289959517857,36,2019
245,2019-09-15,16.17837875232143,81.19028832696428,37,2019
246,2019-09-22,16.37875878785714,82.22608763624999,38,2019
247,2019-09-29,17.541918557499994,79.96942208410717,39,2019
248,2019-10-06,17.41046583982143,79.98666322928571,40,2019
249,2019-10-13,16.645483794464287,78.92424523000003,41,2019
250,2019-10-20,17.83389037785714,75.89203021732145,42,2019
251,2019-10-27,17.641558746250013,76.30277925875002,43,2019
252,2019-11-03,18.506721454642864,75.09374748910716,44,2019
253,2019-11-10,18.85984541142857,75.32265698249998,45,2019
254,2019-11-17,19.493691344107138,76.28315284499998,46,2019
255,2019-11-24,19.470686910178575,77.45272997803572,47,2019
256,2019-12-01,20.81320588678572,74.04630907910716,48,2019
257,2019-12-08,21.297129713571426,74.76624113482143,49,2019
258,2019-12-15,21.14495302839286,76.71441315464286,50,2019
259,2019-12-22,21.148059394642857,74.85842542946429,51,2019
260,2019-12-29,22.058844528035713,73.13433051535716,52,2019
261,2020-01-05,23.32158298667209,73.33467368182896,1,2020
262,2020-01-12,22.87003729344116,75.92623212787556,2,2020
263,2020-01-19,22.79722533053857,76.89951409566542,3,2020
264,2020-01-26,25.131951762160746,68.37047608809084,4,2020
265,2020-02-02,24.840180354870967,71.2858509630839,5,2020
266,2020-02-09,24.29284635319296,71.28291944407354,6,2020
267,2020-02-16,24.069401889465908,72.00700614387607,7,2020
268,2020-02-23,25.351294675623212,69.12279883187864,8,2020
269,2020-03-01,25.75600641633676,68.72238893989653,9,2020
270,2020-03-08,25.200229228961373,68.57153364846151,10,2020
271,2020-03-15,25.634353721105093,63.38523074333774,11,2020
272,2020-03-22,25.467885963803987,68.05650750457707,12,2020
273,2020-03-29,24.26939691810682,69.52204501497734,13,2020
274,2020-04-05,23.70911762084383,69.85022987758893,14,2020
275,2020-04-12,23.44903167154936,73.02662121699096,15,2020
276,2020-04-19,23.34010925012744,70.91028405722365,16,2020
277,2020-04-26,21.547024616187787,69.83891894641746,17,2020
278,2020-05-03,21.411213012073482,71.20391207132056,18,2020
279,2020-05-10,21.100658478167336,73.69090397702995,19,2020
280,2020-05-17,19.9398524492426,77.3862155144153,20,2020
281,2020-05-24,18.1213038836704,80.06523669671938,21,2020
282,2020-05-31,19.254872654585206,81.00747176794859,22,2020
283,2020-06-07,18.30132696376727,81.1856732992408,23,2020
284,2020-06-14,17.222741002625735,80.13604425773381,24,2020
285,2020-06-21,17.179248130403018,82.03040898115441,25,2020
286,2020-06-28,16.934600863795367,81.42456191574283,26,2020
287,2020-07-05,16.286966048373408,80.766759821077,27,2020
288,2020-07-12,15.91947869525733,81.13113373550172,28,2020
289,2020-07-19,16.16098183785211,79.89144843358612,29,2020
290,2020-07-26,16.103313468379692,81.87376161055984,30,2020
291,2020-08-02,15.736560339394435,80.6368791379423,31,2020
292,2020-08-09,15.536885158427145,82.16735342929154,32,2020
293,2020-08-16,15.531009310368614,79.96567576310842,33,2020
294,2020-08-23,15.645309747076693,79.2597134307147,34,2020
295,2020-08-30,16.3145948608644,81.91135518486952,35,2020
296,2020-09-06,15.51787835567671,81.03313386981657,36,2020
297,2020-09-13,16.112815465741534,79.53813513906923,37,2020
298,2020-09-20,16.708466682227904,78.07965129704225,38,2020
299,2020-09-27,17.102905184585687,76.64614766277727,39,2020
300,2020-10-04,16.993556195121645,79.30236943150939,40,2020
301,2020-10-11,18.04166610180915,75.62027618289106,41,2020
302,2020-10-18,18.12926421439997,76.33606814146994,42,2020
303,2020-10-25,18.204297388698865,75.93831318067039,43,2020
304,2020-11-01,18.632836179358552,75.99011498341659,44,2020
305,2020-11-08,17.530961634541942,77.77126077380504,45,2020
306,2020-11-15,18.259387380213337,75.96727285467851,46,2020
307,2020-11-22,19.071989339597273,72.92764925485406,47,2020
308,2020-11-29,19.1140881344208,72.71575306208881,48,2020
309,2020-12-06,20.097566338698734,74.6909251049581,49,2020
310,2020-12-13,20.64764513720917,75.38518722398403,50,2020
311,2020-12-20,21.00557641728028,76.12385738569654,51,2020
312,2020-12-27,21.050672826159424,76.14214366772529,52,2020
